date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,TXF_net,MXF_net,top5_net,top10_net,opt_call_net,opt_put_net,opt_net_total
2024-01-31,4260.919921875,17889.560546875,103.2699966430664,31.159099578857422,3.9670000076293945,14.350000381469727,15164.009765625,32.27500534057617,-2396.0,-6696.0,999998.0,478.0,-193202.0,-198309.0,5107.0
2024-02-01,4280.47998046875,17968.109375,103.05000305175781,31.2450008392334,3.86299991607666,13.880000114440918,15361.6396484375,32.27500534057617,-1995.0,3349.0,999998.0,482.0,-183499.0,-180128.0,-3371.0
2024-02-02,4336.72998046875,18059.9296875,103.91999816894531,31.233999252319336,4.0329999923706055,13.850000381469727,15628.9501953125,32.45518112182617,-1774.0,350.0,999998.0,534.0,-130153.0,-135673.0,5520.0
2024-02-05,4388.10009765625,18096.0703125,104.44999694824219,31.3257999420166,4.164000034332275,13.670000076293945,15597.6796875,32.65937423706055,642.0,-1720.0,999998.0,615.0,-141064.0,-138468.0,-2596.0
2024-02-06,4338.27001953125,,104.18000030517578,31.340299606323242,4.090000152587891,13.0600004196167,15609.0,,,,,,,,
2024-02-07,4408.72998046875,,104.04000091552734,31.20199966430664,4.110000133514404,12.829999923706055,15756.6396484375,,,,,,,,
2024-02-08,4478.009765625,,104.1500015258789,31.36680030822754,4.170000076293945,12.789999961853027,15793.7099609375,,,,,,,,
2024-02-09,4567.2998046875,,104.08000183105469,31.303300857543945,4.186999797821045,12.930000305175781,15990.66015625,,,,,,,,
2024-02-12,4560.0400390625,,104.16999816894531,31.367799758911133,4.171999931335449,13.930000305175781,15942.5498046875,,,,,,,,
2024-02-13,4468.18017578125,,104.95999908447266,31.288400650024414,4.315999984741211,15.850000381469727,15655.599609375,,,,,,,,
2024-02-14,4565.41015625,,104.72000122070312,31.468700408935547,4.267000198364258,14.380000114440918,15859.150390625,,,,,,,,
2024-02-15,4558.10009765625,18644.5703125,104.30000305175781,31.34510040283203,4.239999771118164,14.010000228881836,15906.169921875,34.19685745239258,2797.0,5491.0,999998.0,652.0,-114004.0,-115242.0,1238.0
2024-02-16,4527.68017578125,18607.25,104.27999877929688,31.262699127197266,4.295000076293945,14.239999771118164,15775.650390625,33.944610595703125,-4058.0,-4613.0,999998.0,634.0,-142925.0,-147197.0,4272.0
2024-02-19,,18635.80078125,,31.333200454711914,,,,33.89656448364258,3227.0,4080.0,999998.0,653.0,-108570.0,-117989.0,9419.0
2024-02-20,4456.8701171875,18753.16015625,104.08000183105469,31.402099609375,4.275000095367432,15.420000076293945,15630.7802734375,34.028690338134766,5289.0,7875.0,999998.0,654.0,-120842.0,-105936.0,-14906.0
2024-02-21,4446.35986328125,18676.310546875,104.01000213623047,31.37779998779297,4.324999809265137,15.34000015258789,15580.8701171875,33.920589447021484,-5653.0,-11776.0,999998.0,640.0,-203574.0,-181810.0,-21764.0
2024-02-22,4667.3701171875,18852.779296875,103.95999908447266,31.426300048828125,4.327000141143799,14.539999961853027,16041.6201171875,34.304954528808594,664.0,3855.0,999998.0,656.0,-144078.0,-126379.0,-17699.0
